paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
CICC-2016-P0001,CICC,CICC,2016,missing,CICC 2016 accepted-paper coverage marker: no reliable title-level source found in this run,,,,other,,,,,,https://dblp.org/db/conf/cicc/index.html,,,,CICC source-discovery audit for 2016,https://dblp.org/db/conf/cicc/index.html,bib_index,secondary,needs_review,low,,,coverage_gap,,,uncertain,Crossref exact CICC/container query returned zero 2016 rows; DBLP index access was unstable and public index did not expose 2016 in the captured pass.,,,,,none,,,no,title|authors|doi|official_url,"Missing coverage marker, not a paper."
CICC-2025-P0009,CICC,CICC,2025,complete,A 0.3-to-10.1 GHz 33.8fSRMS-Jitter Hybrid Injection-Locked Eight-Phase Clock Generator with Adaptive Mismatch Cancellation Technique for High-Speed Links in 28nm CMOS,Hongzhi Wu|Xuxu Cheng|Liping Zhong|Yangyi Zhang|Weitao Wu|Xiongshi Luo|Quan Pan,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983468,,https://doi.org/10.1109/cicc63670.2025.10983468,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983468,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0010,CICC,CICC,2025,complete,A 0.49W 120.230VRMS to 8.12VDC Power Converter with Switched-Capacitor Regulation and Rectifier Short Flipping Achieving Maximized Bridge Conduction Time,Tianqi Lu|Xianglong Li|Wenyu Peng|Sijun Du,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983403,,https://doi.org/10.1109/cicc63670.2025.10983403,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983403,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0011,CICC,CICC,2025,complete,A 0.5V 0.55mm2 Bias-Current-Free BLE Transceiver with 1-Bit Delay-Based Demodulation for Energy-Harvesting IoT applications,Liqun Feng|Xuansheng Ji|Qianxian Liao|Longhao Kuang|Yunzhao Nie|Jiahao Zhao|Woogeun Rhee|Zhihua Wang,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983097,,https://doi.org/10.1109/cicc63670.2025.10983097,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983097,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0012,CICC,CICC,2025,complete,A 0.6V Supply Ultra-Compact Voltage Reference Exploiting MOS Threshold Correlations,Matthias Eberlein|Sebastian Ruping,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983303,,https://doi.org/10.1109/cicc63670.2025.10983303,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983303,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0013,CICC,CICC,2025,complete,A 0.7-V 26.2-28.5 GHz Dual-Loop Double-Sampling PLL with Floating Capacitor OTA Based Gm-CP Achieving a 45.4-fsRMS Jitter,Jun Chang|Hongzhi Liang|Yixiao Luo|Zeyu Peng|Zhe Li|Yi Shen|Shubin Liu|Zhangming Zhu,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983379,,https://doi.org/10.1109/cicc63670.2025.10983379,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983379,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0014,CICC,CICC,2025,complete,A 0.7pArms Electrochemical Readout IC for Continuous Monitoring of Antibody Biologics in Upstream Biomanufacturing,Hung-Yu Hou|Ya-Chen Tsai|Wei Foo|Yan-Ting Hsiao|Jun-Chau Chien,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983591,,https://doi.org/10.1109/cicc63670.2025.10983591,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983591,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0015,CICC,CICC,2025,complete,A 0.9mm2 SDR Receiver in 40-nm CMOS Covering 10-72GHz Using Inductor-Less Based LO Quintupler,Haoyu Bai|Ling Hao|Dong Wang|Keer Gao|Han Huang|Jiazheng Zhou|Jiaqi He|Junhua Liu|Huailin Liao,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983439,,https://doi.org/10.1109/cicc63670.2025.10983439,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983439,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0016,CICC,CICC,2025,complete,A 1.8Gb/s 8GHz PSK-UWB Transceiver with Extended PPM/PWM Modulation and Embedded Carrier Spreading,Luhua Lin|Bowen Wang|Longhao Kuang|Woogeun Rhee|Zhihua Wang,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983449,,https://doi.org/10.1109/cicc63670.2025.10983449,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983449,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0017,CICC,CICC,2025,complete,"A 1.8V Input, 96.5% Efficiency, 4.05A/mm2 FoM, Three-Level Dual-Path Hybrid Buck Converter with Mitigated Capacitive Inrush Current and Seamless DVS Across a Wide 0.4-to-1.5V Output Range",Jae-Hyun Kim|Jun-Gi Lee|Hyunki Han|Hyun-Sik Kim,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983667,,https://doi.org/10.1109/cicc63670.2025.10983667,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983667,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0018,CICC,CICC,2025,complete,A 100A 48-60V to 1V Hybrid LLC Resonant Converter with 51mV Droop for a 70A/20ns Load Transient,Zeguo Liu|Zhiren Luo|Xiangan You|Dongjie Ye|Weiyi Tang|Qinyang Wang|Qidong Wang|Jianliang Shen|Lin Cheng,Technical Program,24-3,accepted_paper,10.1109/cicc63670.2025.10982863,,https://doi.org/10.1109/cicc63670.2025.10982863,,,https://dblp.org/db/conf/cicc/cicc2025.html,https://www.ieee-cicc.org/2025archive/wp-content/uploads/sites/21/2025/04/CICC-2025-Program-4-8-25.pdf,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982863,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,frontier,4,High-current power delivery for compute loads.,yes,,Crossref-derived CICC row; front matter filtered by title rules. Second-wave: 2025 official program PDF exact title/session hit.
CICC-2025-P0019,CICC,CICC,2025,complete,A 100Gb/s Transmitter with Digital Pre-Distortion and MUX-Merged Voltage-Mode Driver Achieving 3-Times INLPP Improvement in 28nm CMOS,Chenxi Han|Xiaoteng Zhao|Qi Zhang|Yuan Liu|Yuhao Zhang|Hongzhi Liang|Yukui Yu|Shubin Liu|Zhangming Zhu,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983867,,https://doi.org/10.1109/cicc63670.2025.10983867,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983867,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0020,CICC,CICC,2025,complete,A 104-to-132 GHz 16-way Power Amplifier Using Enhanced Magnetic Coupling Cavity Achieving 21.2 dBm Output Power in 28nm Bulk CMOS,Ziyuan Guo|Wei Deng|Weiqi Zheng|Haikun Jia|Hongliang Wu|Qiuyu Peng|Fuyuan Zhao|Junyang Yin|Dongze Li|Baoyong Chi,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983173,,https://doi.org/10.1109/cicc63670.2025.10983173,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983173,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0021,CICC,CICC,2025,complete,"A 106.1dB DR, 450μA Idle Current Class-H Piezoelectric MEMS MicroSpeaker Driver with Envelope Tracking, Digital and Analog Inputs and Less Than 2.1μs Latency",F. Rezzi|V. Colonna|G. Gandolfi|S. Fusetto|M. Chiabrera|A. Savo|M. Costagliola|R. Stella|M. Bulzi|S. Radosav|D. Granozio|G. Alfieri|A. Gemelli|P. Malcovati|E. Bonizzoni,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983866,,https://doi.org/10.1109/cicc63670.2025.10983866,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983866,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0022,CICC,CICC,2025,complete,A 110µW 99.5dB-SNDR 20kHz-BW Intrinsically Linear CTDSM with Hybrid Gm-Boosting OTA and Tri-Level FIR DACs,Xinhang Xu|Yaohui Luan|Jie Li|Jihang Gao|Kwok-Cheong Li|Jiajia Cui|Ru Huang|Linxiao Shen,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983313,,https://doi.org/10.1109/cicc63670.2025.10983313,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983313,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0023,CICC,CICC,2025,complete,A-117.1dB THD Audio Decoder Utilizing Single Vector Quantizer for Simultaneous Mismatch and ISI Shaping,Yuxiang Tang|Yijie Li|Kaiwen Zhou|Qi Luo|Xining Zhang|Yongda Ma|Zhiliang Hong|Jiawei Xu,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983077,,https://doi.org/10.1109/cicc63670.2025.10983077,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983077,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0024,CICC,CICC,2025,complete,A 12.5GS/s 14.7mW 4×TI Pipelined Hybrid TD-SAR ADC with Residual Time-Voltage Amplification,Haoyu Li|Boyang Wang|Hongjiang Chen|Sai-Weng Sin|Yutao Peng|Xizhu Peng|He Tang|Chao Fan|Liang Qi|Rui P. Martins|Mingqiang Guo,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982772,,https://doi.org/10.1109/cicc63670.2025.10982772,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982772,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0025,CICC,CICC,2025,complete,A 12V/24V-to-1V Shared Switched-Capacitor Multi-Inductor Multi-Output Converter with 90.9%/89.5%Peak Efficiency and Negligible Cross Regulation,Yiling Xie|Jianping Guo,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983344,,https://doi.org/10.1109/cicc63670.2025.10983344,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983344,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0026,CICC,CICC,2025,complete,A 133.6-µW 1kHz-BW Multi-Bit 2nd-Order Incremental ADC Achieving 115.4-dB SNDR with Low-Cost Coarse-Sorting DEM and Zip-Extended-Counting,Yajie Zhao|Yongjie Ye|Shaokai Yuan|Yajie Qin,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982735,,https://doi.org/10.1109/cicc63670.2025.10982735,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982735,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0027,CICC,CICC,2025,complete,A 13b 2GS/s Time-Domain Pipelined ADC with Split-CDAC Ping-Pong Residue Transfer and PVT-Robust Self-Tracked Time Amplifier,Xin Zhao|Dengquan Li|Feida Wang|Depan Li|Yi Shen|Hongzhi Liang|Zhangming Zhu,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983809,,https://doi.org/10.1109/cicc63670.2025.10983809,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983809,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0028,CICC,CICC,2025,complete,A 14.08 -Gb/s 256 -QAM 60 GHz Phased-Array Transceiver with Switchable Tertiary-Coil Transformer T/R Switch and Customizable-Sized Cascade Phase-Invariant VGAs,Xuwei Li|Depeng Cheng|Jing Feng|Xin Chen|Rui Cao|Lei Luo|Haipeng Duan|Dongming Wang|Lianming Li,Technical Program,22-7,accepted_paper,10.1109/cicc63670.2025.11053873,,https://doi.org/10.1109/cicc63670.2025.11053873,,,https://dblp.org/db/conf/cicc/cicc2025.html,https://www.ieee-cicc.org/2025archive/wp-content/uploads/sites/21/2025/04/CICC-2025-Program-4-8-25.pdf,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.11053873,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,frontier,4,"Recent title-level signal for accelerator, memory, I/O, power, or security route.",yes,,Crossref-derived CICC row; front matter filtered by title rules. Second-wave 2026-06-27: targeted session backfill 22-7 from official CICC 2025 program PDF (https://www.ieee-cicc.org/2025archive/wp-content/uploads/sites/21/2025/04/CICC-2025-Program-4-8-25.pdf).
CICC-2025-P0029,CICC,CICC,2025,complete,A 14-Cell Battery Monitoring AFE with 1mV Total Measurement Error and Integrated Electrochemical Impedance Spectroscopy,Xining Zhang|Yuxiang Tang|Yaohua Pan|Wenhui Qin|Jian Ye|Shaoyu Ma|Yun Sheng|Zhiliang Hong|Jiawei Xu,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982745,,https://doi.org/10.1109/cicc63670.2025.10982745,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982745,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0030,CICC,CICC,2025,complete,A 16-bit Incremental ADC Enabled by An Efficient Shooting Integrator with Inherent Noise Reduction,Bo Wang|Amine Bermak|Man-Kay Law,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983268,,https://doi.org/10.1109/cicc63670.2025.10983268,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983268,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0031,CICC,CICC,2025,complete,A 16 GΩ Input Impedance Amplifier with Flicker Noise Reduction for Neural Recording Applications,Jyotindra Shakya|Gabor Temes|Faraz Adin,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982860,,https://doi.org/10.1109/cicc63670.2025.10982860,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982860,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0032,CICC,CICC,2025,complete,A 16nm 140-fJ/b/dB Dual-Mode ENRZ/NRZ Serial Data Transceiver with Dynamic Voltage Scaling,Armin Tajalli|Cosimo Aprile|Milad Ataei|Rolf Beerwerth|Dario Carneli|Maik Fuhs|Kiarash Gharibdoust|Ali Hormati|James Hudner|Victor Perrin|Amin Shokrollahi|Richard Simpson|Andrew Stewart|David Stauffer|Giuseppe Surace|Roger Ulrich|Patrick Urban|Mark Venneborger|Anant Singh,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982712,,https://doi.org/10.1109/cicc63670.2025.10982712,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982712,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0033,CICC,CICC,2025,complete,"A 17.4fJ/conv.-step, 202µm2, 1.5GS/s and PVT-Tolerant 7-Bit Charge-Injection SAR ADC in 28nm CMOS Using a Background-Calibrated 1-Bit Metastability Detector and a gm-Boosted StrongARM Comparator",Chaeeun Lee|Jongho Kim|Jintae Kim,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983098,,https://doi.org/10.1109/cicc63670.2025.10983098,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983098,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0034,CICC,CICC,2025,complete,A 1V 9-86 fJ/Conv.Step 72.5dB-SNDR Level-Crossing Pipelined ADC with Triggered Sampling and Level Feedback,Zexin Wang|Lingxin Meng|Menglian Zhao|Mengyu Li|Shuang Song|Zhichao Tan,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982710,,https://doi.org/10.1109/cicc63670.2025.10982710,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982710,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0035,CICC,CICC,2025,complete,A 209TOPS/W Reinforcement Learning Processor with Full Speculation Exploitation and Inference-Training Parallel Processing,Shih-Hao Chen|Ping-Sheng Wu|Brian Dean Soon|Chao-Hung Chen|Chun-Lung Hsu|Chih-Wei Liu|Chia-Hsiang Yang,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983509,,https://doi.org/10.1109/cicc63670.2025.10983509,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983509,paper,primary,verified,high,T01/T02/T04/T06,digital_soc_accelerators,ai_accelerator|processor|soc|llm|transformer|cnn,CICC-C06,Digital SoCs and domain accelerators,split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
